latitude,longitude,minimum_nights,number_of_reviews,reviews_per_month,calculated_host_listings_count,availability_365
40.80661,-73.9576,28.0,69.0,0.81,1.0,80.0
40.66929,-73.89079,2.0,73.0,2.98,2.0,171.0
40.77205,-73.95339,5.0,82.0,1.87,2.0,158.0
40.76348,-73.91995,1.0,0.0,0.026000000000000002,1.0,0.0
40.71599,-73.95539,28.0,0.0,0.134,1.0,0.0
40.68615,-73.78747,1.0,177.0,7.0,3.0,180.0
40.8987,-73.86389,1.0,81.0,4.93,4.0,192.0
40.82714,-73.93888,3.0,15.0,1.56,1.0,179.0
40.758,-73.97906,30.0,0.0,0.176,1.0,0.0
40.69557,-73.94033,3.0,5.0,0.42,1.0,3.0
40.70267,-73.92923,2.0,2.0,0.07,1.0,0.0
40.71784,-73.95265,4.0,16.0,0.43,3.0,0.0
40.72296,-73.9776,2.0,0.0,0.038,1.0,0.0
40.70766,-74.01114,2.0,1.0,0.7,327.0,258.0
40.75379,-73.83011,3.0,20.0,0.97,3.0,88.0
40.70892,-73.89502,30.0,0.0,0.11000000000000001,23.0,220.0
40.7642,-73.98035,1.0,6.0,6.0,4.0,346.0
40.68758,-73.9195,4.0,3.0,1.8,1.0,9.0
40.70755,-73.94377,2.0,22.0,2.25,3.0,173.0
40.72018,-74.00451,30.0,2.0,0.26,1.0,0.0
40.7208,-74.01097,4.0,0.0,0.16,1.0,0.0
40.71627,-73.9587,4.0,33.0,0.58,1.0,1.0
40.82416,-73.94623,3.0,8.0,0.22,1.0,0.0
40.81539,-73.84669,2.0,0.0,0.986,7.0,177.0
40.7198,-73.95741,3.0,9.0,1.44,1.0,0.0
40.63552,-74.12125,3.0,0.0,0.258,1.0,362.0
40.711,-74.00883,7.0,4.0,1.97,13.0,323.0
40.75993,-73.99089,1.0,21.0,3.18,12.0,256.0
40.75889,-73.82104,1.0,39.0,3.49,9.0,342.0
40.68286,-73.97134,1.0,1.0,0.05,1.0,0.0
40.7687,-73.94308,1.0,0.0,0.03,2.0,0.0
40.72946,-74.00318,30.0,0.0,0.22199999999999998,232.0,229.0
40.83403,-73.94553,1.0,225.0,2.35,1.0,343.0
40.82016,-73.94559,3.0,1.0,0.56,1.0,0.0
40.73677,-73.9168,2.0,2.0,0.08,1.0,40.0
40.76993,-73.91762,2.0,92.0,2.19,1.0,12.0
40.76035,-73.99039,3.0,0.0,1.004,1.0,333.0
40.76828,-73.87752,1.0,57.0,5.74,2.0,0.0
40.764,-73.88718,2.0,0.0,0.4720000000000001,1.0,83.0
40.62398,-74.10801,3.0,0.0,0.17,1.0,365.0
40.73963,-73.98166,5.0,8.0,0.41,1.0,0.0
40.50641,-74.23059,1.0,1.0,1.0,1.0,299.0
40.74569,-73.9922,30.0,0.0,0.316,87.0,357.0
40.73565,-73.99613,7.0,3.0,0.11,1.0,0.0
40.69718,-73.92328,1.0,2.0,2.0,1.0,55.0
40.74371,-73.99622,3.0,2.0,0.83,1.0,33.0
40.69461,-73.94825,3.0,5.0,0.2,2.0,0.0
40.71998,-73.95838,2.0,3.0,0.06,1.0,0.0
40.69587,-73.9096,3.0,232.0,3.62,1.0,89.0
40.73821,-73.81006,1.0,7.0,0.73,5.0,90.0
40.68539,-73.9092,3.0,2.0,0.06,1.0,0.0
40.77394,-73.98955,5.0,5.0,0.71,1.0,0.0
40.71597,-73.95223,3.0,2.0,0.06,1.0,0.0
40.78567,-73.97665,1.0,7.0,0.14,1.0,0.0
40.68071,-73.98201,3.0,3.0,0.33,1.0,0.0
40.67369,-73.94931,3.0,1.0,0.61,1.0,0.0
40.81567,-73.95951,7.0,2.0,0.05,1.0,0.0
40.69881,-73.91278,1.0,3.0,0.15,1.0,0.0
40.67787,-73.98635,2.0,1.0,0.05,1.0,0.0
40.79889,-73.94489,6.0,48.0,4.21,1.0,15.0
40.68198,-73.95347,60.0,2.0,0.05,1.0,0.0
40.67343,-73.96291,3.0,0.0,0.038,1.0,0.0
40.71525,-73.94742,2.0,9.0,0.2,1.0,0.0
40.72418,-73.94528,2.0,2.0,0.03,1.0,0.0
40.72667,-73.95221,4.0,0.0,0.04,1.0,0.0
40.69504,-73.94807,1.0,14.0,0.3,1.0,0.0
40.6675,-73.75245,2.0,30.0,2.9,1.0,146.0
40.73305,-73.99373,30.0,2.0,0.06,1.0,180.0
40.79745,-73.96916,1.0,1.0,0.02,1.0,0.0
40.78313,-73.97953,1.0,2.0,0.74,10.0,252.0
40.72942,-73.95122,4.0,9.0,0.4,1.0,10.0
40.71415,-73.94867,28.0,17.0,0.66,6.0,332.0
40.89685,-73.85382,1.0,0.0,0.032,1.0,0.0
40.78081,-73.98081,30.0,0.0,0.046,87.0,342.0
40.71259,-73.95974,3.0,0.0,0.032,1.0,0.0
40.72621,-74.00186,1.0,0.0,0.05,1.0,0.0
40.66668,-73.76417,1.0,2.0,0.14,4.0,84.0
40.76016,-73.96597,4.0,5.0,0.08,1.0,0.0
40.68547,-73.96886,4.0,20.0,0.39,1.0,208.0
40.66915,-73.95321,2.0,0.0,0.47000000000000003,1.0,342.0
40.81272,-73.9471,4.0,20.0,4.69,2.0,227.0
40.72536,-73.98252,7.0,36.0,0.84,1.0,164.0
40.68993,-73.91139,2.0,32.0,3.1,3.0,78.0
40.77538,-73.97743,1.0,11.0,0.54,1.0,80.0
40.74527,-73.91693,1.0,10.0,0.16,2.0,184.0
40.73153,-74.00469,2.0,4.0,0.59,1.0,12.0
40.69217,-73.95837,4.0,3.0,0.37,1.0,0.0
40.66097,-73.95615,2.0,5.0,0.49,1.0,21.0
40.74909,-73.98657,30.0,1.0,0.51,96.0,345.0
40.70448,-74.00615,1.0,25.0,2.53,6.0,203.0
40.7194,-73.992,7.0,1.0,0.03,1.0,0.0
40.72679,-73.98598,1.0,73.0,1.07,1.0,49.0
40.68988,-73.95396,1.0,0.0,0.044,1.0,0.0
40.69365,-73.95841,5.0,5.0,0.09,1.0,0.0
40.69158,-73.95958,4.0,6.0,0.63,1.0,11.0
40.69718,-73.92843,2.0,3.0,2.81,1.0,19.0
40.70833,-74.00497,29.0,0.0,0.7899999999999999,327.0,350.0
40.72314,-73.94027,4.0,0.0,0.030000000000000006,1.0,0.0
40.7162,-73.95384,1.0,11.0,0.36,2.0,37.0
40.79631,-73.96152,3.0,118.0,1.61,1.0,0.0
40.69037,-73.94542,3.0,2.0,0.92,1.0,0.0
40.75718,-73.92763,2.0,5.0,0.61,1.0,354.0
40.64088,-73.96306,1.0,87.0,2.53,3.0,313.0
40.73175,-73.99518,1.0,1.0,0.02,1.0,0.0
40.68294,-73.93979,30.0,0.0,0.8160000000000001,2.0,87.0
40.73581,-74.00666,4.0,22.0,0.81,1.0,22.0
40.80437,-73.94595,1.0,3.0,1.14,1.0,193.0
40.70809,-73.94913,1.0,35.0,4.79,2.0,269.0
40.72341,-73.98941,7.0,2.0,0.2,1.0,0.0
40.85369,-73.93237,7.0,1.0,0.05,3.0,0.0
40.68515,-73.99055,5.0,42.0,0.53,1.0,0.0
40.73825,-73.92919,3.0,9.0,0.97,1.0,112.0
40.69684,-73.9307,1.0,36.0,6.1,4.0,210.0
40.72342,-73.94838,2.0,38.0,1.13,1.0,89.0
40.67632,-73.96617,2.0,17.0,2.82,1.0,26.0
40.65014,-73.94451,2.0,0.0,0.71,1.0,5.0
40.77231,-73.95588,30.0,7.0,0.23,29.0,326.0
40.71411,-73.95771,2.0,1.0,0.02,1.0,0.0
40.67927,-73.9113,7.0,0.0,0.15200000000000002,1.0,365.0
40.75381,-73.99491,2.0,0.0,0.252,1.0,0.0
40.69319,-73.92375,2.0,22.0,0.46,1.0,362.0
40.75651,-73.9976,2.0,1.0,0.16,1.0,0.0
40.82567,-73.95261,1.0,1.0,0.08,1.0,0.0
40.74681,-73.94586,1.0,1.0,0.02,1.0,0.0
40.69315,-73.93912,1.0,53.0,4.91,1.0,84.0
40.7623,-73.95044,4.0,0.0,0.041999999999999996,1.0,0.0
40.67349,-73.88705,5.0,0.0,0.152,1.0,180.0
40.76016,-73.9691,2.0,132.0,3.66,1.0,154.0
40.73874,-73.92961,2.0,50.0,2.84,2.0,51.0
40.73453,-74.00656,1.0,0.0,0.02,1.0,0.0
40.63586,-74.00597,1.0,1.0,0.11,10.0,298.0
40.74825,-73.98101,3.0,3.0,3.0,1.0,158.0
40.74444,-73.91467,4.0,66.0,1.54,1.0,307.0
40.72029,-74.00033,30.0,0.0,0.44600000000000006,1.0,50.0
40.72522,-73.9873,2.0,41.0,1.24,2.0,23.0
40.80029,-73.94294,3.0,7.0,0.11,1.0,310.0
40.63056,-73.89043,2.0,91.0,1.56,2.0,289.0
40.72359,-73.98519,3.0,1.0,1.0,1.0,56.0
40.69903,-73.90961,28.0,0.0,0.77,1.0,197.0
40.83299,-73.94527,2.0,8.0,0.16,1.0,364.0
40.70117,-73.92545,2.0,32.0,2.78,3.0,114.0
40.70847,-73.94426,7.0,1.0,0.08,1.0,0.0
40.71303,-73.96574,2.0,9.0,0.25,1.0,2.0
40.67265,-73.9485,2.0,51.0,0.81,1.0,73.0
40.7647,-73.99414,30.0,0.0,0.524,31.0,353.0
40.70262,-73.91679,2.0,4.0,0.36,2.0,0.0
40.76007,-73.99031,1.0,0.0,0.026000000000000002,1.0,0.0
40.7483,-74.00031,2.0,10.0,0.41,1.0,5.0
40.84493,-73.93843,1.0,25.0,5.95,3.0,205.0
40.76363,-73.98746,1.0,3.0,0.14,3.0,365.0
40.67987,-73.91931,2.0,2.0,0.2,1.0,0.0
40.72264,-73.9912,30.0,2.0,0.77,9.0,302.0
40.81384,-73.90514,5.0,4.0,0.31,1.0,0.0
40.72147,-73.98774,2.0,3.0,0.11,1.0,0.0
40.71162,-74.01693,1.0,0.0,0.312,1.0,364.0
40.69558,-73.96872,7.0,2.0,0.06,1.0,0.0
40.73619,-73.98022,18.0,0.0,0.334,1.0,33.0
40.75238,-73.96653,3.0,2.0,0.71,49.0,224.0
40.63328,-74.01978,1.0,41.0,3.63,2.0,139.0
40.73322,-73.95177,1.0,8.0,0.44,2.0,91.0
40.67831,-74.00186,6.0,0.0,0.254,3.0,0.0
40.71816,-73.99538,6.0,0.0,0.032,1.0,0.0
40.76491,-73.98956,3.0,11.0,0.78,2.0,0.0
40.64116,-73.95991,2.0,70.0,3.64,1.0,5.0
40.76189,-73.96298,60.0,9.0,0.16,2.0,90.0
40.76994,-73.91841,1.0,0.0,0.028000000000000004,1.0,0.0
40.62106,-74.03384,1.0,0.0,0.041999999999999996,1.0,0.0
40.67833,-73.89338,1.0,25.0,1.69,1.0,270.0
40.7444,-73.98031,1.0,0.0,0.026000000000000002,1.0,0.0
40.74446,-73.90466,30.0,5.0,0.51,37.0,1.0
40.76383,-73.99251,2.0,85.0,3.43,1.0,0.0
40.63574,-74.00329,1.0,73.0,1.53,2.0,365.0
40.78305,-73.95381,1.0,3.0,0.08,3.0,0.0
40.76616,-73.98611,2.0,10.0,3.85,2.0,77.0
40.7223,-73.98128,1.0,2.0,0.04,1.0,0.0
40.73213,-73.98517,5.0,24.0,0.71,1.0,17.0
40.82369,-73.94018,31.0,0.0,0.268,1.0,342.0
40.81229,-73.88887,30.0,19.0,0.4,6.0,287.0
40.71704,-73.95799,1.0,1.0,1.0,1.0,44.0
40.72312,-73.98795,2.0,11.0,0.29,4.0,0.0
40.75501,-73.83315,1.0,37.0,3.85,3.0,0.0
40.81119,-73.94751,2.0,5.0,0.24,2.0,61.0
40.70034,-73.92869,2.0,2.0,2.0,1.0,55.0
40.70417,-74.00928,1.0,31.0,3.35,1.0,195.0
40.71757,-73.98394,1.0,2.0,0.11,1.0,0.0
40.67081,-73.93646,3.0,24.0,1.04,9.0,74.0
40.75546,-73.99701,5.0,9.0,0.25,2.0,0.0
40.76383,-73.98979,4.0,23.0,3.05,1.0,230.0
40.67165,-73.95644,3.0,3.0,2.43,1.0,74.0
40.69876,-73.93687,6.0,8.0,0.34,3.0,53.0
40.72976,-73.95189,2.0,154.0,4.5,1.0,271.0
40.85584,-73.93364,3.0,3.0,1.61,3.0,180.0
40.67924,-73.9405,5.0,9.0,0.19,1.0,8.0
40.71378,-73.80796,1.0,13.0,1.46,1.0,0.0
40.68332,-73.93627,3.0,7.0,0.54,1.0,0.0
40.70883,-74.01266,7.0,6.0,0.19,1.0,0.0
40.70807,-73.92113,2.0,11.0,0.82,2.0,0.0
40.71633,-73.99133,1.0,0.0,0.028000000000000004,1.0,0.0
40.73232,-73.97784,3.0,1.0,1.0,1.0,22.0
40.74666,-73.97358,1.0,0.0,0.51,1.0,192.0
40.69286,-73.94195,2.0,0.0,0.646,1.0,17.0
40.6009,-73.98216,7.0,0.0,0.43,1.0,42.0
40.76192,-73.9909,3.0,3.0,0.14,1.0,0.0
40.72791,-73.98485,2.0,8.0,4.36,1.0,67.0
40.70705,-73.94326,2.0,0.0,0.033999999999999996,1.0,0.0
40.72353,-73.99059,30.0,11.0,0.18,1.0,273.0
40.80511,-73.96572,5.0,4.0,0.59,1.0,0.0
40.75088,-73.971,4.0,0.0,1.032,1.0,100.0
40.8229,-73.90295,3.0,30.0,1.18,1.0,0.0
40.65116,-73.94525,7.0,1.0,1.0,9.0,172.0
40.76795,-73.98381,3.0,0.0,0.302,2.0,365.0
40.81234,-73.91688,5.0,54.0,2.05,4.0,314.0
40.74118,-73.999,2.0,4.0,0.16,1.0,0.0
40.71194,-73.95742,5.0,3.0,0.08,1.0,0.0
40.64551,-73.9981,2.0,45.0,1.65,1.0,342.0
40.75505,-73.99354,1.0,0.0,0.05399999999999999,1.0,0.0
40.69487,-73.96572,365.0,0.0,0.346,1.0,90.0
40.68855,-73.97883,5.0,6.0,0.32,1.0,0.0
40.75386,-73.99562,7.0,6.0,0.73,47.0,357.0
40.80392,-73.96556,1.0,52.0,6.14,4.0,31.0
40.6964,-73.92675,3.0,13.0,1.21,2.0,302.0
40.68008,-73.99392,2.0,1.0,0.02,1.0,0.0
40.73316,-74.00782,4.0,24.0,0.7,1.0,61.0
40.69105,-73.96789,60.0,0.0,0.51,2.0,210.0
40.7736,-73.98428,3.0,36.0,0.75,1.0,85.0
40.70929,-73.9477,3.0,6.0,0.31,1.0,0.0
40.80533,-73.95049,1.0,2.0,0.4,1.0,280.0
40.71189,-73.9649,3.0,2.0,0.43,1.0,0.0
40.77794,-73.9763,2.0,24.0,0.7,1.0,207.0
40.7112,-73.95886,2.0,24.0,1.08,1.0,0.0
40.6777,-73.99126,4.0,0.0,0.048,1.0,0.0
40.7453,-74.00002,3.0,24.0,1.12,1.0,14.0
40.67506,-73.94648,3.0,6.0,0.85,1.0,41.0
40.7396,-73.97938,30.0,0.0,0.262,232.0,249.0
40.67588,-73.92405,1.0,9.0,3.1,3.0,125.0
40.67749,-74.00761,5.0,6.0,0.19,1.0,0.0
40.7382,-73.98301,30.0,1.0,0.12,87.0,236.0
40.71615,-73.98478,1.0,10.0,0.16,1.0,0.0
40.76258,-73.98575,30.0,1.0,0.03,96.0,309.0
40.76312,-73.96045,30.0,1.0,0.05,9.0,321.0
40.72784,-73.98883,2.0,99.0,4.03,1.0,176.0
40.70544,-73.91993,2.0,20.0,0.45,2.0,191.0
40.69768,-73.93359,2.0,51.0,1.04,3.0,249.0
40.67666,-73.94087,5.0,1.0,0.1,1.0,0.0
40.64185,-73.91509,2.0,1.0,0.14,1.0,191.0
40.58626,-73.81465,4.0,1.0,0.03,1.0,0.0
40.69547,-73.91941,1.0,4.0,0.63,1.0,220.0
40.72771,-73.98983,2.0,66.0,2.39,3.0,27.0
40.64816,-73.97279,15.0,3.0,0.16,1.0,0.0
40.68758,-73.94572,5.0,14.0,0.37,2.0,216.0
40.68812,-73.94934,4.0,72.0,0.76,3.0,0.0
40.80253,-73.96315,1.0,6.0,0.33,1.0,9.0
40.70254,-73.99189,30.0,0.0,0.312,2.0,334.0
40.72675,-73.94219,7.0,2.0,0.06,1.0,0.0
40.73274,-73.95505,1.0,10.0,0.22,2.0,0.0
40.76894,-73.91193,1.0,7.0,0.83,5.0,326.0
40.81646,-73.93795,2.0,4.0,0.12,4.0,0.0
40.85471,-73.93021,1.0,0.0,0.033999999999999996,1.0,0.0
40.75396,-73.83361,1.0,40.0,3.46,1.0,15.0
40.72039,-73.99851,5.0,3.0,0.33,1.0,5.0
40.82375,-73.95379,2.0,28.0,1.75,2.0,53.0
40.74374,-73.98541,4.0,0.0,0.05,1.0,0.0
40.73114,-73.98439,7.0,6.0,0.23,1.0,52.0
40.83833,-73.94539,1.0,2.0,2.0,1.0,278.0
40.68444,-73.9287,30.0,17.0,0.5,2.0,113.0
40.71427,-73.99261,1.0,49.0,1.86,3.0,111.0
40.83473,-73.93982,6.0,61.0,1.17,1.0,257.0
40.63701,-74.07624,1.0,21.0,1.81,2.0,363.0
40.68855,-73.96476,4.0,0.0,0.714,1.0,156.0
40.77233,-73.95627,30.0,3.0,0.06,29.0,336.0
40.57811,-73.96004,1.0,0.0,0.536,3.0,365.0
40.74913,-73.99575,2.0,0.0,0.584,1.0,37.0
40.63506,-73.9744,1.0,2.0,2.0,2.0,18.0
40.73271,-73.98638,2.0,0.0,0.048,1.0,0.0
40.71867,-73.95162,1.0,3.0,0.37,1.0,0.0
40.83481,-73.94317,2.0,11.0,0.32,3.0,364.0
40.69456,-73.90714,2.0,7.0,1.07,1.0,35.0
40.69606,-73.9095,1.0,4.0,1.71,4.0,53.0
40.68253,-73.87457,5.0,25.0,2.14,3.0,43.0
40.71986,-73.95925,4.0,1.0,0.01,1.0,0.0
40.68308,-73.81649,2.0,29.0,3.23,1.0,362.0
40.7302,-74.00165,2.0,136.0,1.83,1.0,10.0
40.71529,-73.94532,3.0,6.0,0.2,1.0,0.0
40.70644,-73.9193,2.0,28.0,3.22,1.0,23.0
40.87556,-73.8584,2.0,147.0,3.88,1.0,304.0
40.76819,-73.92755,2.0,57.0,1.86,2.0,306.0
40.67758,-73.93547,1.0,2.0,0.05,1.0,0.0
40.69616,-73.93438,3.0,22.0,1.54,7.0,96.0
40.72624,-73.99018,6.0,10.0,0.61,1.0,200.0
40.72045,-73.99598,3.0,6.0,0.1,1.0,0.0
40.80474,-73.94118,3.0,3.0,3.0,1.0,3.0
40.71594,-73.95991,2.0,1.0,0.52,1.0,0.0
40.69839,-73.92044,2.0,8.0,0.52,2.0,8.0
40.6597,-73.98318,14.0,0.0,0.032,2.0,0.0
40.69268,-73.93054,5.0,1.0,0.04,1.0,6.0
40.79788,-73.9618,7.0,1.0,0.02,1.0,0.0
40.78492,-73.97992,2.0,41.0,1.21,1.0,89.0
40.70735,-73.94032,4.0,41.0,1.44,1.0,0.0
40.72771,-73.98549,7.0,0.0,0.026000000000000002,1.0,0.0
40.67723,-73.95133,4.0,3.0,1.88,1.0,4.0
40.69242,-73.79673,2.0,14.0,7.92,1.0,354.0
40.76068,-73.99143,5.0,0.0,0.064,1.0,0.0
40.73775,-73.98324,30.0,17.0,0.39,2.0,327.0
40.76042,-73.99021,3.0,0.0,0.024,1.0,0.0
40.81448,-73.94547,4.0,17.0,1.42,2.0,245.0
40.73538,-73.87892,28.0,0.0,0.13799999999999998,1.0,0.0
40.85035,-73.9325,2.0,28.0,2.98,1.0,41.0
40.68605,-73.97517,6.0,7.0,0.25,1.0,0.0
40.71659,-73.99222,2.0,13.0,0.73,1.0,0.0
40.71372,-73.95149,2.0,5.0,0.25,1.0,0.0
40.68882,-73.98911,5.0,2.0,0.06,1.0,0.0
40.78775,-73.94891,4.0,49.0,0.97,1.0,97.0
40.78092,-73.95162,1.0,75.0,1.3,1.0,0.0
40.73712,-73.98844,1.0,2.0,2.0,1.0,179.0
40.82536,-73.94923,3.0,186.0,2.32,1.0,237.0
40.61735,-74.03,5.0,0.0,0.9280000000000002,1.0,162.0
40.77141,-73.9534,1.0,56.0,1.35,2.0,173.0
40.73254,-74.00467,2.0,48.0,0.9,1.0,78.0
40.71739,-73.95804,2.0,0.0,0.8280000000000001,4.0,159.0
40.75961,-73.98844,3.0,22.0,4.49,1.0,228.0
40.69105,-73.95882,4.0,3.0,0.4,1.0,5.0
40.68404,-73.96714,6.0,17.0,0.34,1.0,15.0
40.76587,-73.98527,1.0,0.0,0.262,1.0,0.0
40.67654,-73.97144,2.0,11.0,0.48,1.0,0.0
40.67057,-73.77956,1.0,7.0,0.27,2.0,304.0
40.73477,-74.00275,14.0,37.0,0.46,1.0,284.0
40.72672,-73.94054,3.0,4.0,0.28,1.0,0.0
40.75603,-73.99511,1.0,4.0,1.97,5.0,287.0
40.72052,-73.94098,8.0,12.0,0.44,1.0,0.0
40.76655,-73.92463,30.0,0.0,0.316,103.0,216.0
40.77487,-73.91196,1.0,237.0,6.62,1.0,71.0
40.69324,-73.94656,4.0,35.0,0.91,2.0,89.0
40.71171,-73.9454,3.0,0.0,0.158,1.0,0.0
40.70161,-73.93131,4.0,77.0,1.92,1.0,1.0
40.72256,-73.97925,30.0,11.0,0.61,1.0,313.0
40.88531,-73.90008,3.0,0.0,0.29400000000000004,1.0,88.0
40.62327,-74.03543,6.0,0.0,0.19,1.0,365.0
40.77374,-73.95153,30.0,0.0,0.374,1.0,348.0
40.78298,-73.94671,3.0,0.0,0.6,9.0,29.0
40.66041,-73.91562,2.0,73.0,2.34,1.0,82.0
40.85648,-73.88501,2.0,4.0,2.35,1.0,325.0
40.68305,-73.95753,2.0,55.0,2.42,3.0,110.0
40.70652,-73.91784,4.0,14.0,1.56,5.0,62.0
40.76811,-73.98181,3.0,62.0,2.39,3.0,86.0
40.74076,-73.99307,7.0,0.0,0.176,1.0,363.0
40.80477,-73.9512,4.0,37.0,0.49,3.0,314.0
40.80268,-73.94244,1.0,0.0,0.6519999999999999,2.0,343.0
40.76404,-73.98973,1.0,5.0,3.33,7.0,352.0
40.69647,-73.97681,20.0,3.0,0.16,1.0,58.0
40.78709,-73.97755,3.0,7.0,0.16,2.0,4.0
40.65943,-73.91939,2.0,45.0,5.27,1.0,2.0
40.69058,-73.91402,2.0,22.0,3.22,1.0,122.0
40.74526,-73.97679,30.0,1.0,0.04,23.0,365.0
40.67205,-73.75343,1.0,1.0,0.08,1.0,365.0
40.7099,-73.9649,3.0,1.0,1.0,1.0,2.0
40.72003,-73.95756,1.0,0.0,0.036,1.0,0.0
40.64203,-74.01383,30.0,0.0,0.496,1.0,53.0
40.72545,-73.99492,7.0,2.0,0.04,1.0,0.0
40.64277,-73.94715,2.0,18.0,0.59,2.0,90.0
40.67046,-73.94835,3.0,2.0,0.08,1.0,0.0
40.7322,-73.89944,2.0,78.0,2.55,1.0,149.0
40.63993,-73.902,4.0,4.0,2.79,1.0,284.0
40.68347,-73.95462,3.0,4.0,0.11,1.0,0.0
40.80706,-73.94665,30.0,146.0,3.22,2.0,44.0
40.81071,-73.94433,2.0,84.0,1.51,1.0,50.0
40.76279,-73.87429,1.0,1.0,1.0,1.0,226.0
40.67757,-73.98845,2.0,19.0,4.96,2.0,209.0
40.57688,-73.95308,3.0,22.0,0.99,1.0,134.0
40.73461,-74.00594,2.0,13.0,0.17,1.0,0.0
40.69664,-73.93628,5.0,3.0,0.09,1.0,0.0
40.69778,-73.97676,3.0,110.0,1.2,1.0,15.0
40.76248,-73.91686,2.0,1.0,0.04,2.0,0.0
40.6462,-73.96114,1.0,2.0,0.06,2.0,364.0
40.67963,-73.97237,14.0,5.0,0.07,1.0,0.0
40.80338,-73.95594,14.0,6.0,0.07,1.0,0.0
40.78139,-73.94678,30.0,1.0,0.14,1.0,146.0
40.68105,-73.95783,7.0,16.0,0.5,1.0,221.0
40.74142,-73.98219,1.0,2.0,1.87,9.0,287.0
40.71686,-73.79742,2.0,25.0,6.88,2.0,318.0
40.80991,-73.94058,2.0,18.0,0.38,1.0,90.0
40.87045,-73.91765,5.0,4.0,0.09,1.0,0.0
40.74699,-73.97659,3.0,62.0,3.19,2.0,49.0
40.73854,-73.99695,30.0,0.0,1.0139999999999998,232.0,7.0
40.67786,-73.97029,2.0,5.0,0.89,1.0,0.0
40.70669,-73.94648,1.0,16.0,0.55,1.0,7.0
40.7278,-73.99205,2.0,38.0,0.6,1.0,313.0
40.68936,-73.92071,7.0,2.0,2.0,1.0,15.0
40.65727,-73.9601,1.0,227.0,6.23,1.0,294.0
40.6995,-73.93987,21.0,1.0,0.12,1.0,0.0
40.66964,-73.9216,1.0,65.0,2.75,12.0,30.0
40.756,-73.97078,3.0,19.0,0.67,1.0,0.0
40.76003,-73.96969,30.0,0.0,0.392,1.0,177.0
40.68288,-73.93678,2.0,192.0,3.35,1.0,132.0
40.6688,-73.74384,3.0,2.0,1.46,1.0,24.0
40.76088,-73.98971,30.0,1.0,0.26,1.0,331.0
40.7213,-73.989,4.0,9.0,0.22,1.0,0.0
40.74586,-73.88409,4.0,0.0,0.066,1.0,0.0
40.72428,-73.94472,14.0,6.0,0.1,1.0,356.0
40.81858,-73.9559,4.0,12.0,0.2,1.0,0.0
40.69433,-73.9432,1.0,22.0,4.49,4.0,282.0
40.66848,-73.98002,4.0,18.0,0.42,1.0,0.0
40.7154,-73.95469,2.0,7.0,0.21,1.0,0.0
40.72818,-73.98925,2.0,1.0,0.04,1.0,54.0
40.716,-73.955,5.0,57.0,1.65,3.0,104.0
40.68385,-73.92349,1.0,36.0,0.53,1.0,0.0
40.71823,-73.96141,3.0,0.0,0.03,1.0,0.0
40.72251,-73.98129,2.0,9.0,0.46,1.0,0.0
40.63404,-74.0072,1.0,20.0,1.52,7.0,177.0
40.74493,-73.98484,5.0,2.0,2.0,1.0,74.0
40.6854,-73.94976,30.0,1.0,0.14,8.0,0.0
40.75524,-73.96382,30.0,0.0,0.066,65.0,365.0
40.86821,-73.92252,10.0,25.0,0.3,1.0,129.0
40.77961,-73.98441,3.0,9.0,0.23,1.0,365.0
40.74164,-73.99656,3.0,18.0,3.44,1.0,51.0
40.63293,-73.97117,2.0,0.0,0.48,1.0,365.0
40.63616,-73.95594,2.0,0.0,0.634,1.0,83.0
40.74561,-73.88514,2.0,133.0,2.26,5.0,107.0
40.76395,-73.9884,2.0,25.0,0.68,1.0,0.0
40.70266,-73.94284,3.0,0.0,0.8780000000000001,1.0,14.0
40.7042,-73.9259,4.0,6.0,0.73,1.0,0.0
40.75716,-73.94222,1.0,0.0,0.348,3.0,365.0
40.67157,-73.95807,10.0,1.0,0.16,1.0,0.0
40.86512,-73.92172,20.0,17.0,0.72,1.0,0.0
40.70161,-73.90556,30.0,0.0,0.47400000000000003,8.0,312.0
40.66957,-73.94804,3.0,0.0,0.06999999999999999,2.0,0.0
40.71872,-73.98174,3.0,6.0,4.5,1.0,343.0
40.69409,-73.79363,1.0,26.0,3.84,1.0,0.0
40.70827,-73.95229,2.0,0.0,0.758,1.0,61.0
40.71645,-74.00402,2.0,2.0,0.04,1.0,0.0
40.7423,-73.98016,2.0,1.0,1.0,3.0,345.0
40.59813,-73.95432,1.0,47.0,1.58,5.0,354.0
40.77189,-73.94694,7.0,2.0,0.75,1.0,76.0
40.74533,-73.97956,4.0,11.0,0.19,2.0,0.0
40.59262,-74.06659,2.0,8.0,0.09,4.0,353.0
40.82765,-73.94889,2.0,3.0,0.07,1.0,87.0
40.72583,-73.97945,3.0,20.0,5.22,1.0,30.0
40.7244,-73.99884,3.0,31.0,1.54,1.0,69.0
40.80099,-73.96514,30.0,3.0,3.0,1.0,311.0
40.81777,-73.95753,5.0,2.0,0.06,1.0,0.0
40.70639,-74.00794,5.0,0.0,0.066,1.0,0.0
40.63646,-73.96484,2.0,58.0,2.7,1.0,312.0
40.80729,-73.94763,2.0,1.0,0.04,1.0,0.0
40.71151,-73.94396,3.0,1.0,0.14,1.0,0.0
40.75526,-73.99719,7.0,5.0,0.46,47.0,342.0
40.82307,-73.95447,3.0,0.0,0.05199999999999999,1.0,0.0
