latitude,longitude,minimum_nights,number_of_reviews,reviews_per_month,calculated_host_listings_count,availability_365
40.71281,-73.98705,4.0,68.0,2.54,1.0,44.0
40.73307,-73.99277,7.0,1.0,0.04,1.0,0.0
40.75851,-73.99138,2.0,16.0,0.67,1.0,0.0
40.83685,-73.94176,2.0,20.0,4.88,1.0,223.0
40.76504,-73.98856,1.0,1.0,0.03,1.0,364.0
40.72703,-73.99264,5.0,2.0,0.46,1.0,0.0
40.77018,-73.95502,3.0,2.0,0.3,1.0,0.0
40.66289,-73.99584,14.0,7.0,0.16,1.0,0.0
40.71465,-73.95499,2.0,11.0,1.9,3.0,0.0
40.67619,-73.94936,1.0,222.0,6.61,1.0,32.0
40.67246,-73.97707,5.0,7.0,0.84,1.0,180.0
40.72837,-73.98546,4.0,17.0,1.1,1.0,5.0
40.75432,-73.93521,2.0,0.0,0.294,1.0,364.0
40.80565,-73.95197,2.0,73.0,4.98,2.0,68.0
40.65854,-73.98384,2.0,24.0,0.39,1.0,23.0
40.79093,-73.9678,3.0,33.0,2.31,2.0,38.0
40.7385,-73.982,30.0,0.0,0.168,232.0,337.0
40.70766,-73.94974,1.0,34.0,7.03,4.0,132.0
40.75016,-73.96925,3.0,5.0,0.51,1.0,230.0
40.70694,-73.95307,18.0,5.0,0.06,6.0,112.0
40.69866,-73.92498,14.0,0.0,0.06000000000000001,1.0,0.0
40.67777,-73.99893,2.0,72.0,3.2,1.0,236.0
40.69017,-73.94825,3.0,5.0,0.32,1.0,3.0
40.7676,-73.98609,5.0,3.0,1.76,1.0,331.0
40.77009,-73.87708,1.0,411.0,11.4,5.0,161.0
40.73105,-73.98195,30.0,48.0,3.03,5.0,199.0
40.67685,-73.93141,1.0,0.0,0.022000000000000002,1.0,0.0
40.85961,-73.89031,1.0,0.0,0.041999999999999996,1.0,0.0
40.71841,-73.96389,5.0,7.0,0.16,2.0,212.0
40.74179,-73.99855,1.0,0.0,0.054000000000000006,1.0,0.0
40.71493,-73.95995,14.0,1.0,0.06,1.0,0.0
40.7822,-73.95101,1.0,7.0,0.3,1.0,0.0
40.82545,-73.95295,3.0,10.0,0.71,1.0,8.0
40.79307,-73.95138,2.0,117.0,1.53,1.0,303.0
40.76481,-73.9922,4.0,6.0,0.92,1.0,43.0
40.66515,-73.95186,1.0,28.0,1.92,1.0,88.0
40.71296,-73.93688,2.0,2.0,1.4,1.0,16.0
40.85199,-73.93701,2.0,24.0,2.39,1.0,119.0
40.70085,-73.91929,3.0,1.0,0.05,2.0,0.0
40.72148,-73.99581,2.0,44.0,1.03,1.0,35.0
40.5765,-73.9685,30.0,0.0,0.246,1.0,0.0
40.73655,-74.00226,2.0,19.0,1.45,1.0,3.0
40.77792,-73.9539,1.0,121.0,2.19,1.0,337.0
40.67143,-73.92971,30.0,7.0,0.22,1.0,311.0
40.71564,-73.94497,1.0,0.0,0.496,2.0,2.0
40.73888,-73.99897,3.0,11.0,0.23,1.0,2.0
40.77323,-73.91796,2.0,1.0,0.05,1.0,89.0
40.68217,-73.8723,1.0,25.0,2.52,6.0,2.0
40.67709,-73.95237,2.0,320.0,3.85,1.0,260.0
40.68663,-73.90721,3.0,8.0,0.32,1.0,0.0
40.71506,-73.96182,2.0,1.0,0.03,3.0,0.0
40.68396,-73.98914,30.0,14.0,0.21,1.0,1.0
40.75581,-73.96605,1.0,7.0,0.51,1.0,156.0
40.67718,-73.99656,3.0,0.0,0.124,1.0,0.0
40.74859,-73.99685,2.0,0.0,0.22400000000000003,1.0,0.0
40.68203,-73.97834,4.0,0.0,0.034,1.0,0.0
40.77788,-73.96114,30.0,4.0,0.29,1.0,203.0
40.70416,-73.98539,2.0,146.0,4.52,1.0,62.0
40.77371,-73.95167,3.0,37.0,1.04,1.0,0.0
40.71379,-73.94635,3.0,22.0,0.9,1.0,0.0
40.73714,-73.97962,1.0,11.0,1.51,5.0,312.0
40.86673,-73.845,3.0,75.0,2.74,1.0,146.0
40.75579,-73.96699,6.0,39.0,0.4,1.0,0.0
40.82935,-73.94255,2.0,72.0,2.54,3.0,63.0
40.83625,-73.94062,2.0,18.0,0.44,1.0,0.0
40.72696,-73.9811,3.0,6.0,0.94,1.0,0.0
40.70768,-73.95137,2.0,77.0,5.54,1.0,10.0
40.68387,-73.95373,5.0,14.0,0.28,2.0,363.0
40.71778,-73.99801,3.0,35.0,2.84,1.0,0.0
40.8117,-73.9555,2.0,21.0,0.3,1.0,363.0
40.84787,-73.93306,2.0,10.0,0.2,1.0,0.0
40.68217,-73.9534,3.0,3.0,0.06,1.0,0.0
40.79971,-73.96075,30.0,0.0,0.1,32.0,364.0
40.70795,-73.94307,3.0,0.0,0.074,1.0,0.0
40.79345,-73.97191,5.0,12.0,0.44,1.0,0.0
40.72745,-73.98979,1.0,0.0,0.026000000000000002,1.0,0.0
40.70933,-73.94779,2.0,4.0,0.29,2.0,89.0
40.79416,-73.93984,7.0,47.0,0.8,2.0,121.0
40.71165,-73.94708,5.0,51.0,0.83,1.0,91.0
40.66907,-73.99221,2.0,6.0,3.46,1.0,330.0
40.6918,-73.94673,2.0,44.0,0.64,5.0,47.0
40.69101,-73.97197,2.0,0.0,0.8019999999999999,1.0,46.0
40.85564,-73.93066,1.0,93.0,3.5,2.0,297.0
40.76733,-73.98074,3.0,52.0,2.66,1.0,27.0
40.74234,-73.92579,5.0,8.0,0.24,1.0,0.0
40.66897,-73.92848,14.0,0.0,0.10600000000000001,1.0,365.0
40.75831,-73.9263,1.0,0.0,0.674,1.0,2.0
40.80629,-73.95478,1.0,0.0,0.40599999999999997,1.0,179.0
40.71095,-73.95239,3.0,17.0,0.19,1.0,0.0
40.79502,-73.96703,3.0,0.0,0.048,1.0,0.0
40.80011,-73.9133,21.0,19.0,0.28,2.0,178.0
40.64296,-73.95238,2.0,31.0,2.93,1.0,64.0
40.86958,-73.84872,2.0,1.0,1.0,4.0,90.0
40.71171,-73.99077,30.0,1.0,0.68,2.0,46.0
40.74814,-73.99416,1.0,2.0,2.0,1.0,238.0
40.71346,-73.99141,2.0,9.0,0.47,1.0,0.0
40.77045,-73.95564,30.0,57.0,1.1,3.0,245.0
40.74624,-74.00371,1.0,51.0,1.63,1.0,9.0
40.68443,-73.96737,2.0,12.0,0.25,1.0,0.0
40.72068,-73.98574,3.0,76.0,2.54,1.0,71.0
40.76783,-73.98847,30.0,0.0,0.27799999999999997,7.0,267.0
40.75832,-73.92874,3.0,26.0,0.41,2.0,307.0
40.65868,-73.94992,2.0,46.0,1.5,1.0,234.0
40.70821,-73.95187,5.0,9.0,0.2,1.0,0.0
40.82393,-73.95308,7.0,2.0,0.03,2.0,365.0
40.6357,-74.15478,1.0,4.0,4.0,1.0,140.0
40.68423,-73.9526,4.0,38.0,1.91,1.0,309.0
40.68005,-73.94661,3.0,3.0,2.65,1.0,227.0
40.66954,-73.98226,30.0,42.0,1.11,1.0,117.0
40.75707,-73.96417,2.0,12.0,1.01,1.0,14.0
40.7209,-73.98428,2.0,16.0,0.5,1.0,66.0
40.71819,-74.00833,4.0,0.0,0.16,1.0,0.0
40.81199,-73.95341,2.0,10.0,0.36,2.0,0.0
40.71339,-73.98926,3.0,47.0,1.5,1.0,217.0
40.67783,-73.76637,2.0,2.0,0.26,3.0,26.0
40.70563,-74.00835,30.0,0.0,0.168,232.0,350.0
40.72652,-74.00032,2.0,44.0,1.34,1.0,0.0
40.80314,-73.95768,3.0,66.0,0.8,2.0,13.0
40.71957,-73.98538,18.0,3.0,0.57,1.0,22.0
40.68153,-73.9538,7.0,8.0,0.33,2.0,355.0
40.70213,-73.9838,20.0,1.0,0.08,1.0,220.0
40.68141,-73.92769,2.0,21.0,1.2,2.0,28.0
40.67065,-73.93544,8.0,1.0,0.02,1.0,0.0
40.76771,-73.91675,1.0,0.0,0.028000000000000004,1.0,0.0
40.67192,-73.97733,3.0,104.0,3.28,1.0,262.0
40.73312,-73.99097,62.0,0.0,0.13799999999999998,1.0,358.0
40.76577,-73.87131,1.0,56.0,9.08,5.0,89.0
40.6582,-73.98235,1.0,109.0,4.99,7.0,258.0
40.73894,-73.9952,10.0,1.0,0.21,4.0,31.0
40.66918,-73.99187,7.0,98.0,0.99,1.0,35.0
40.76266,-73.93929,7.0,1.0,1.0,1.0,115.0
40.71226,-73.93949,2.0,48.0,2.3,1.0,13.0
40.72778,-73.97825,1.0,8.0,0.21,1.0,0.0
40.68558,-73.98175,2.0,8.0,0.17,1.0,359.0
40.73254,-73.98207,3.0,8.0,1.0,1.0,13.0
40.68138,-73.87736,1.0,7.0,3.62,1.0,158.0
40.64111,-73.97345,2.0,0.0,0.238,1.0,0.0
40.79961,-73.96654,15.0,2.0,0.05,1.0,0.0
40.72507,-73.86959,1.0,5.0,0.39,1.0,56.0
40.74976,-73.97748,1.0,0.0,0.022000000000000002,1.0,0.0
40.74057,-73.99771,45.0,11.0,0.18,1.0,279.0
40.73057,-73.99034,2.0,12.0,1.52,1.0,0.0
40.77138,-73.90895,1.0,115.0,1.82,5.0,30.0
40.71768,-73.77308,3.0,0.0,0.06400000000000002,1.0,363.0
40.73824,-74.00027,3.0,45.0,1.05,1.0,0.0
40.71207,-73.95077,2.0,152.0,2.5,2.0,80.0
40.7365,-73.99751,2.0,157.0,4.8,1.0,16.0
40.70887,-73.94609,3.0,12.0,0.43,2.0,0.0
40.69399,-73.92609,1.0,1.0,1.0,1.0,365.0
40.71223,-73.9524,5.0,0.0,0.11000000000000001,4.0,0.0
40.83499,-73.94528,6.0,1.0,0.04,1.0,0.0
40.77209,-73.9563,30.0,12.0,0.2,29.0,209.0
40.69032,-73.9544,3.0,1.0,0.12,1.0,0.0
40.71509,-73.9967,5.0,108.0,2.1,1.0,0.0
40.68969,-73.96682,3.0,6.0,0.43,1.0,3.0
40.76481,-73.98845,2.0,6.0,0.35,3.0,217.0
40.71675,-73.95725,4.0,0.0,0.05600000000000001,1.0,0.0
40.74295,-73.82544,5.0,0.0,0.8960000000000001,1.0,132.0
40.72957,-73.97715,2.0,5.0,0.48,1.0,0.0
40.69363,-73.94805,3.0,33.0,0.81,1.0,365.0
40.71072,-73.96289,2.0,0.0,0.036,1.0,0.0
40.85496,-73.93406,2.0,0.0,0.042,1.0,0.0
40.67375,-73.96255,4.0,8.0,0.33,1.0,0.0
40.8018,-73.95166,3.0,26.0,0.7,1.0,67.0
40.72444,-73.98136,3.0,1.0,0.03,1.0,0.0
40.70489,-73.94112,6.0,18.0,0.52,1.0,0.0
40.79678,-73.96545,2.0,8.0,0.22,1.0,0.0
40.70791,-74.00445,29.0,0.0,0.476,96.0,267.0
40.80431,-73.96615,12.0,1.0,0.05,1.0,0.0
40.73659,-73.95354,5.0,4.0,0.11,1.0,0.0
40.71966,-73.99591,2.0,5.0,0.26,1.0,0.0
40.76931,-73.95336,3.0,6.0,0.51,1.0,0.0
40.75799,-73.92006,7.0,186.0,2.93,1.0,193.0
40.68568,-73.95266,3.0,149.0,2.61,2.0,303.0
40.79307,-73.97449,1.0,2.0,0.1,1.0,0.0
40.728,-74.00032,1.0,0.0,0.8859999999999999,10.0,226.0
40.72057,-73.97997,31.0,2.0,0.04,1.0,204.0
40.71357,-73.85138,60.0,4.0,0.33,4.0,0.0
40.79787,-73.93568,2.0,3.0,2.43,2.0,175.0
40.76067,-73.82389,30.0,0.0,0.242,15.0,323.0
40.7088,-73.93983,1.0,3.0,0.06,1.0,0.0
40.74455,-73.97162,29.0,0.0,0.7379999999999999,327.0,341.0
40.66303,-73.99431,10.0,13.0,0.4,2.0,302.0
40.85042,-73.93649,5.0,1.0,0.16,1.0,231.0
40.5975,-73.7397,7.0,0.0,0.11400000000000002,1.0,0.0
40.7773,-73.95305,30.0,1.0,0.3,96.0,336.0
40.76114,-73.91398,60.0,1.0,0.02,1.0,0.0
40.68831,-73.9393,1.0,10.0,3.57,1.0,206.0
40.81208,-73.95097,3.0,1.0,0.03,1.0,0.0
40.73073,-73.98652,1.0,36.0,1.14,1.0,36.0
40.80801,-73.9486,3.0,18.0,0.39,1.0,362.0
40.81406,-73.95282,2.0,1.0,0.02,1.0,0.0
40.70811,-74.00616,29.0,0.0,0.764,327.0,333.0
40.69854,-73.94554,3.0,15.0,2.47,1.0,4.0
40.69067,-73.95823,5.0,12.0,3.87,1.0,137.0
40.80731,-73.94516,30.0,0.0,0.398,6.0,198.0
40.8212,-73.95479,6.0,3.0,3.0,1.0,279.0
40.74434,-73.97758,2.0,2.0,0.59,3.0,297.0
40.72154,-73.99727,4.0,3.0,0.48,1.0,97.0
40.81731,-73.89052,21.0,0.0,0.29600000000000004,4.0,341.0
40.64309,-73.97707,6.0,12.0,0.41,1.0,0.0
40.76605,-73.92922,2.0,72.0,0.89,1.0,364.0
40.74123,-74.00548,2.0,44.0,3.37,1.0,134.0
40.68634,-73.966,7.0,16.0,0.2,6.0,185.0
40.71727,-73.94821,3.0,6.0,0.61,1.0,0.0
40.69531,-73.92248,5.0,77.0,1.96,2.0,275.0
40.7159,-74.00834,1.0,0.0,0.02,1.0,0.0
40.67262,-73.92534,2.0,41.0,1.88,4.0,320.0
40.76782,-73.98351,1.0,34.0,3.01,1.0,20.0
40.83735,-73.85997,3.0,30.0,0.69,1.0,357.0
40.69692,-73.90008,2.0,9.0,0.4,1.0,80.0
40.75035,-73.97907,3.0,93.0,4.13,2.0,26.0
40.81674,-73.95292,1.0,23.0,0.81,2.0,0.0
40.70542,-74.00678,2.0,3.0,0.47,1.0,8.0
40.70464,-74.0164,15.0,1.0,1.0,1.0,2.0
40.71968,-73.98726,1.0,0.0,0.028000000000000004,1.0,0.0
40.72086,-73.99999,3.0,64.0,0.87,2.0,355.0
40.81508,-73.95935,1.0,1.0,0.03,1.0,0.0
40.7252,-74.00279,4.0,25.0,0.34,1.0,0.0
40.73357,-73.99767,3.0,1.0,0.07,1.0,0.0
40.73079,-73.95353,3.0,8.0,0.33,1.0,12.0
40.72274,-73.97934,3.0,85.0,1.02,1.0,261.0
40.75912,-73.92903,3.0,2.0,1.43,2.0,0.0
40.67599,-73.93995,5.0,108.0,2.14,5.0,129.0
40.71156,-73.96218,3.0,174.0,1.54,4.0,288.0
40.71178,-73.95684,15.0,27.0,0.68,1.0,173.0
40.68274,-73.9261,3.0,3.0,0.12,2.0,0.0
40.75976,-73.9955,2.0,26.0,1.41,1.0,0.0
40.7814,-73.95541,2.0,2.0,0.64,1.0,0.0
40.75196,-73.86893,2.0,14.0,5.0,1.0,32.0
40.68362,-73.94646,7.0,1.0,0.03,1.0,0.0
40.69222,-73.90695,3.0,22.0,2.89,1.0,50.0
40.80131,-73.9579,7.0,2.0,0.06,1.0,0.0
40.73564,-73.99823,3.0,100.0,2.62,1.0,0.0
40.86592,-73.9217,2.0,0.0,0.36000000000000004,1.0,89.0
40.76422,-73.92491,5.0,7.0,0.22,1.0,0.0
40.82294,-73.94453,3.0,15.0,2.9,1.0,7.0
40.65009,-73.96336,180.0,0.0,0.28,1.0,179.0
40.73506,-73.95392,2.0,328.0,2.82,1.0,234.0
40.7711,-73.92579,7.0,11.0,0.42,1.0,65.0
40.77746,-73.95043,31.0,2.0,0.11,33.0,338.0
40.72088,-73.98149,30.0,17.0,0.33,1.0,364.0
40.72603,-73.98897,7.0,15.0,0.26,1.0,249.0
40.75663,-73.99563,1.0,1.0,1.0,5.0,292.0
40.68235,-73.96384,2.0,1.0,0.07,1.0,0.0
40.69891,-73.93072,1.0,158.0,4.93,2.0,201.0
40.7194,-73.95899,2.0,0.0,1.032,1.0,305.0
40.63448,-74.00563,1.0,2.0,0.24,10.0,365.0
40.76578,-73.99101,1.0,6.0,5.62,9.0,175.0
40.72643,-73.86083,3.0,16.0,1.17,1.0,136.0
40.77728,-73.97818,13.0,38.0,0.39,1.0,0.0
40.69165,-73.95456,5.0,224.0,2.82,1.0,77.0
40.74184,-74.00108,1.0,10.0,1.09,1.0,0.0
40.68624,-73.94349,1.0,7.0,0.19,2.0,8.0
40.71606,-73.95526,7.0,82.0,0.98,1.0,41.0
40.71025,-73.96921,7.0,0.0,0.662,1.0,20.0
40.7482,-73.98599,1.0,3.0,3.0,1.0,259.0
40.58111,-74.15933,2.0,0.0,0.06399999999999999,1.0,0.0
40.8439,-73.78792,1.0,2.0,1.43,1.0,18.0
40.74914,-73.98779,7.0,0.0,0.05600000000000001,1.0,0.0
40.72209,-73.99274,30.0,13.0,0.34,9.0,289.0
40.72578,-73.98763,3.0,8.0,0.58,1.0,41.0
40.78519,-73.97032,5.0,0.0,0.15,1.0,0.0
40.77812,-73.98067,1.0,1.0,0.02,1.0,0.0
40.70503,-74.00674,30.0,0.0,0.244,96.0,329.0
40.73431,-74.00635,3.0,4.0,0.11,1.0,0.0
40.7627,-73.96422,6.0,1.0,0.35,2.0,0.0
40.70524,-73.73349,1.0,51.0,7.43,1.0,248.0
40.80769,-73.95505,1.0,95.0,3.93,5.0,224.0
40.75391,-73.90256,2.0,23.0,2.15,5.0,156.0
40.68249,-73.95683,2.0,5.0,0.21,3.0,102.0
40.72495,-73.95112,3.0,0.0,0.034,1.0,0.0
40.63409,-74.02887,1.0,8.0,0.92,4.0,98.0
40.79618,-73.94142,1.0,9.0,2.21,1.0,312.0
40.76267,-73.9261,7.0,0.0,0.512,1.0,12.0
40.73117,-73.98386,3.0,6.0,1.91,1.0,0.0
40.79322,-73.94038,30.0,3.0,0.26,103.0,207.0
40.7216,-73.99721,5.0,5.0,0.21,1.0,54.0
40.66252,-73.97911,5.0,2.0,0.06,1.0,9.0
40.64972,-73.96363,20.0,3.0,0.1,1.0,0.0
40.6307,-73.95815,2.0,0.0,0.74,1.0,90.0
40.67019,-73.95541,1.0,35.0,0.54,1.0,333.0
40.72424,-73.94984,6.0,0.0,0.064,1.0,0.0
40.77626,-73.95246,1.0,7.0,0.13,1.0,0.0
40.71877,-73.99055,4.0,0.0,1.018,1.0,160.0
40.76573,-73.98682,5.0,8.0,0.4,1.0,0.0
40.66521,-73.93153,3.0,0.0,0.514,4.0,105.0
40.84192,-73.91108,3.0,46.0,0.72,2.0,292.0
40.78628,-73.97482,2.0,3.0,0.2,1.0,94.0
40.72292,-73.94618,1.0,2.0,0.13,1.0,0.0
40.66509,-73.75863,1.0,0.0,0.442,4.0,179.0
40.85681,-73.92655,1.0,0.0,0.43600000000000005,1.0,87.0
40.76834,-73.95334,3.0,199.0,1.85,1.0,326.0
40.69468,-73.94729,1.0,0.0,0.066,1.0,0.0
40.68152,-73.94389,4.0,7.0,0.65,1.0,0.0
40.70743,-73.9416,3.0,5.0,0.35,1.0,80.0
40.6906,-73.99339,5.0,0.0,0.036,1.0,0.0
40.72574,-73.93785,5.0,5.0,1.16,2.0,133.0
40.73968,-73.80601,1.0,9.0,0.65,1.0,0.0
40.80778,-73.94762,120.0,0.0,0.22200000000000003,1.0,365.0
40.7119,-73.94431,3.0,17.0,0.5,1.0,4.0
40.76348,-73.99391,1.0,5.0,0.73,1.0,38.0
40.75104,-73.93863,500.0,30.0,0.57,1.0,90.0
40.72578,-73.98448,4.0,12.0,0.16,1.0,12.0
40.66905,-73.9877,1.0,0.0,0.05,1.0,0.0
40.69492,-73.94485,2.0,1.0,0.02,1.0,0.0
40.75561,-73.99543,30.0,3.0,0.92,47.0,345.0
40.78907,-73.94877,1.0,107.0,1.91,1.0,116.0
40.71967,-73.98311,2.0,29.0,2.02,2.0,117.0
40.72077,-73.98923,5.0,8.0,0.43,1.0,0.0
40.79511,-73.9373,3.0,21.0,4.04,1.0,24.0
40.66114,-73.9498,2.0,2.0,0.13,1.0,35.0
40.67881,-73.99379,1.0,55.0,0.73,2.0,362.0
40.69127,-73.93856,1.0,13.0,3.86,1.0,13.0
40.73874,-73.87595,1.0,146.0,3.85,6.0,252.0
40.74569,-73.98192,30.0,2.0,0.07,31.0,64.0
40.6905,-73.94375,1.0,0.0,0.516,2.0,130.0
40.65393,-73.95845,1.0,173.0,2.38,5.0,360.0
40.68293,-73.98849,3.0,5.0,0.3,1.0,0.0
40.68546,-73.94574,14.0,3.0,0.26,3.0,256.0
40.65278,-73.95392,3.0,13.0,0.7,5.0,76.0
40.67522,-73.98063,1.0,67.0,1.77,1.0,264.0
40.82452,-73.94219,2.0,23.0,1.64,1.0,0.0
40.71434,-73.94275,2.0,48.0,3.27,2.0,53.0
40.75833,-73.9919,2.0,14.0,1.98,1.0,156.0
40.80137,-73.9615,3.0,1.0,0.03,1.0,0.0
40.78587,-73.97181,7.0,3.0,0.06,1.0,0.0
40.76587,-73.98878,1.0,33.0,2.79,7.0,225.0
40.73636,-73.95538,30.0,0.0,0.572,1.0,3.0
40.73932,-73.97764,5.0,13.0,1.23,1.0,24.0
40.75575,-73.93037,2.0,4.0,1.85,1.0,0.0
40.7213,-73.96042,5.0,11.0,0.92,1.0,0.0
40.73138,-73.72435,1.0,28.0,1.32,1.0,359.0
40.72595,-73.98971,15.0,0.0,0.24400000000000005,1.0,61.0
40.75592,-73.96957,2.0,54.0,3.54,1.0,98.0
40.70124,-73.91988,1.0,0.0,0.024,1.0,0.0
40.69644,-73.92707,2.0,106.0,2.2,1.0,210.0
40.65417,-73.95524,1.0,12.0,1.3,1.0,179.0
40.71969,-73.96427,1.0,23.0,2.46,1.0,37.0
40.72337,-73.99057,1.0,3.0,0.63,3.0,352.0
40.73423,-73.98211,1.0,4.0,0.75,1.0,254.0
40.76493,-73.98066,2.0,5.0,0.1,1.0,63.0
40.79014,-73.94035,1.0,60.0,1.74,1.0,66.0
40.6824,-73.94615,3.0,46.0,1.07,1.0,248.0
40.6566,-73.96162,2.0,17.0,0.37,1.0,336.0
40.66713,-73.98155,1.0,86.0,3.14,1.0,117.0
40.82915,-73.95136,31.0,54.0,0.49,1.0,209.0
40.72888,-73.98193,160.0,2.0,0.05,2.0,363.0
40.76474,-73.99154,180.0,29.0,0.84,2.0,0.0
40.67768,-73.93682,1.0,59.0,1.15,2.0,213.0
40.73984,-74.0006,30.0,7.0,0.15,39.0,339.0
40.60845,-73.75861,1.0,9.0,1.13,1.0,84.0
40.64922,-73.96078,1.0,0.0,0.248,3.0,363.0
40.87085,-73.89318,3.0,0.0,0.9719999999999999,10.0,75.0
40.63821,-74.0273,5.0,1.0,0.03,1.0,0.0
40.76626,-73.98338,30.0,1.0,0.06,121.0,345.0
40.71844,-74.00901,1.0,0.0,0.042,1.0,0.0
40.70428,-74.00952,5.0,2.0,0.04,1.0,0.0
40.70871,-73.89415,1.0,1.0,0.03,1.0,0.0
40.64807,-73.9789,7.0,0.0,0.47000000000000003,1.0,102.0
40.84556,-73.94025,6.0,1.0,0.16,1.0,258.0
40.72741,-74.00178,5.0,8.0,0.16,1.0,188.0
40.68036,-73.94587,3.0,1.0,0.09,1.0,179.0
40.68695,-73.9631,3.0,0.0,0.05600000000000001,1.0,0.0
40.71756,-73.95282,1.0,155.0,1.78,3.0,328.0
40.83914,-73.78158,1.0,6.0,1.33,2.0,358.0
40.77097,-73.95594,2.0,28.0,2.22,1.0,0.0
40.72394,-73.99583,1.0,19.0,6.13,1.0,121.0
40.72438,-73.98901,3.0,6.0,6.0,1.0,98.0
40.69455,-73.91118,30.0,1.0,0.06,1.0,342.0
40.64693,-73.89537,5.0,0.0,0.34199999999999997,2.0,220.0
40.6859,-73.96109,2.0,17.0,0.92,1.0,8.0
40.67992,-73.90943,14.0,0.0,0.602,2.0,156.0
40.71827,-73.95494,3.0,51.0,1.36,3.0,71.0
40.70649,-74.01217,2.0,2.0,0.83,327.0,260.0
40.7827,-73.94537,5.0,1.0,0.05,1.0,0.0
40.72129,-73.98585,3.0,0.0,0.274,1.0,89.0
40.63598,-73.95611,3.0,12.0,0.26,3.0,75.0
40.7188,-73.94417,2.0,0.0,0.038,1.0,0.0
40.73515,-73.95645,5.0,0.0,0.048,1.0,0.0
40.77782,-73.98762,1.0,4.0,0.38,1.0,0.0
40.82286,-73.84765,2.0,86.0,2.76,1.0,171.0
40.74423,-73.97742,4.0,107.0,2.5,2.0,0.0
40.76625,-73.91448,2.0,14.0,0.37,1.0,0.0
40.76142,-73.96086,7.0,19.0,0.27,2.0,245.0
40.72046,-73.99237,3.0,0.0,0.03,1.0,0.0
40.72391,-73.98409,2.0,8.0,3.08,1.0,263.0
40.71079,-73.99304,2.0,4.0,0.41,1.0,0.0
40.67991,-73.98368,1.0,93.0,2.48,8.0,365.0
40.66579,-73.98991,2.0,31.0,0.52,2.0,220.0
40.69481,-73.98422,1.0,15.0,0.59,1.0,87.0
40.75503,-73.89607,60.0,0.0,0.13799999999999998,1.0,365.0
40.74811,-73.97868,30.0,1.0,0.73,87.0,365.0
40.75545,-73.99652,30.0,2.0,0.21,47.0,351.0
40.71541,-73.93748,3.0,4.0,0.1,1.0,0.0
40.72725,-73.95617,7.0,10.0,1.38,1.0,353.0
40.66847,-73.94981,5.0,18.0,0.72,1.0,312.0
40.79274,-73.94562,2.0,137.0,5.12,4.0,208.0
40.72646,-73.95598,1.0,0.0,0.02,1.0,0.0
40.66907,-73.88493,3.0,48.0,0.68,8.0,340.0
40.71602,-73.96248,2.0,67.0,1.57,3.0,252.0
40.73434,-73.99963,2.0,11.0,0.95,1.0,59.0
40.70158,-73.92023,3.0,7.0,0.22,1.0,0.0
40.71319,-73.95669,2.0,122.0,3.12,1.0,105.0
40.67872,-73.9792,3.0,8.0,0.33,1.0,0.0
40.7299,-73.98979,3.0,2.0,0.7,1.0,123.0
40.67825,-73.92346,1.0,2.0,0.39,2.0,0.0
40.59932,-73.95936,7.0,0.0,0.868,10.0,281.0
40.69397,-73.91139,5.0,0.0,0.31800000000000006,1.0,12.0
40.82258,-73.95464,1.0,0.0,1.438,4.0,80.0
40.64692,-73.97706,3.0,6.0,0.5,1.0,30.0
40.67401,-73.92371,1.0,8.0,2.61,1.0,178.0
40.68772,-73.90808,2.0,15.0,3.33,4.0,111.0
40.73393,-74.00552,5.0,0.0,0.172,1.0,365.0
40.69095,-73.92386,4.0,8.0,0.17,1.0,0.0
40.74077,-73.97977,20.0,2.0,0.13,1.0,0.0
40.7263,-73.98432,1.0,2.0,0.28,2.0,0.0
40.72025,-73.95195,2.0,0.0,0.072,1.0,0.0
40.72875,-73.98443,2.0,15.0,1.49,1.0,29.0
40.74491,-73.99267,30.0,0.0,0.316,87.0,357.0
40.74733,-73.98447,3.0,0.0,0.2700000000000001,1.0,179.0
40.63866,-73.96735,30.0,1.0,1.0,1.0,279.0
40.68352,-73.9999,2.0,37.0,2.93,1.0,100.0
40.71911,-73.95045,2.0,15.0,0.76,1.0,1.0
40.63517,-73.96221,1.0,22.0,2.48,1.0,35.0
40.74997,-73.9397,1.0,148.0,1.9,2.0,303.0
40.76275,-73.98429,1.0,0.0,1.1119999999999999,15.0,201.0
40.84672,-73.90411,1.0,3.0,0.94,1.0,167.0
40.72044,-73.99646,30.0,59.0,2.47,3.0,111.0
40.73508,-74.00004,4.0,3.0,1.36,1.0,6.0
40.67152,-73.94712,3.0,0.0,0.48600000000000004,2.0,89.0
40.76726,-73.9901,4.0,1.0,0.16,1.0,0.0
40.67542,-73.94799,3.0,9.0,0.51,1.0,0.0
40.73164,-73.95187,1.0,0.0,0.662,1.0,199.0
40.73182,-73.98158,30.0,3.0,0.28,2.0,0.0
40.70616,-73.92918,2.0,58.0,2.02,2.0,0.0
40.71291,-73.99463,3.0,42.0,2.26,1.0,54.0
40.77581,-73.96285,1.0,0.0,0.89,1.0,135.0
40.73123,-73.98896,2.0,0.0,0.646,1.0,90.0
40.77518,-73.95618,5.0,4.0,0.07,1.0,0.0
40.80386,-73.95369,4.0,9.0,0.18,1.0,0.0
40.75886,-73.96596,5.0,12.0,5.63,1.0,127.0
40.72318,-73.94931,1.0,2.0,0.03,1.0,0.0
40.6451,-73.97798,5.0,3.0,0.05,1.0,0.0
